No,Template Name,Category,Keywords,Layout Spec,Typography,Color Palette,Best For,ReportLab Notes,Source Image
75,N/A — 3D Document & Pen Icon,Other,"3D icon, glassmorphism, contract writing icon, pen and document render",Isolated 3D render of a translucent glass document with a fountain pen and small chart cards on a white bg; no page structure,None,"White bg, blue/violet glass gradient #3A5FE0 to #8A6FE8, chrome pen highlights",Decorative cover icon for proposal/contract-themed reports,Not applicable for layout reproduction; embeddable as a PNG icon asset only,e6f4ea061cad4ef71fbcec507185f760.jpg
76,N/A — 3D Glass Finance Folder Icon,Other,"3D icon, glassmorphism, finance folder, iridescent render, not a document layout",Single isolated 3D render of a translucent iridescent folder with floating chart cards; no page grid or text hierarchy present,"None (icon only, no live type)","White bg #FFFFFF, iridescent teal/violet/pink glass gradient, blue/purple bar & line chart accents","Decorative hero icon asset for a finance report cover corner, not a reproducible layout","Not a template to reproduce structurally; if reused, embed as a pre-rendered PNG via Image flowable in a cover Frame corner",115a1dce668e5e65dea30ee175256ffc.jpg
77,N/A — 3D Security/Finance Icon,Other,"3D icon, glassmorphism, shield document coins, finance security render","Isolated 3D render of blue glass shield with checkmark, document stack, and coin elements on white bg; no page structure",None,"White bg, blue glass gradient #4A9FE8 to #1A5FB4, gold coin accent #E8B84A",Decorative icon for finance/security section dividers on a report cover,Embed as a pre-rendered PNG icon Image asset in a cover or section-divider Frame corner; not a page layout to reproduce,40dbfd06f61959b92bb4a3311d839493.jpg
78,N/A — Adobe Illustrator Workspace Screenshot,Other,"software screenshot, Illustrator UI, blank artboard, not a design template",Screenshot of an Illustrator interface with panels and a nearly blank artboard; no finished design content to catalog,None (UI chrome only),"Dark grey UI chrome #3A3A3A, white artboard, small color swatch bar",Not applicable — contains no reusable design pattern,Not applicable,9a922d8121c26e66cf4d45ddc6c5b1e5.jpg
79,N/A — Holographic Dashboard UI Render,Other,"3D render, sci-fi glass UI, hologram dashboard, not a print layout",Isolated 3D render of a floating glass holographic dashboard ('Nano Factory Control') with charts and gauges; no page grid,Futuristic sans UI labels within the render only,"Metallic silver/grey bg, blue glass UI panels #2E7FD9, white glow accents",Hero/cover illustration for tech industry reports; not a reproducible print layout,Not applicable for ReportLab layout reproduction; usable only as an embedded cover Image asset,c3b86d055cfc7b344a3523a9f16e0bdc.jpg
80,N/A — Ornate Gold Logo Badge,Other,"logo mark, wordmark badge, gold on black, wreath emblem, typography brand logo","Circular glowing ring frame around a hand-drawn letterform wreath emblem, with wordmark and tagline centered below; not a document page","Serif wordmark 'LetterCrafted' with thin small-caps tagline underneath, separated by a hairline rule","Near-black navy bg #14141C, gold line art #E8C468, cream highlight","Reference for a cover-page emblem/badge treatment (circular ring + wordmark + tagline), not a full layout","If reused as a cover badge: circular ring via canvas.circle stroke, small-caps tagline below a Paragraph with HRFlowable divider above it, dark bg rect",55e6f6bf24f49a31c8c25e703f6ba03b.jpg
81,N/A — Phone Mockup Photo,Other,"device mockup, hands holding phone, blank screen photo, not a print template",Photographic stock image of hands holding a smartphone with blank white screen; no document layout present,None,"Neutral grey bg #EDEDED, skin tones, black phone bezel, white screen","App-screenshot mockup background, not usable as a PDF page layout reference",Not applicable to ReportLab page composition; could serve as a full-bleed cover photo asset only,29b06b301d3bdd24e1b646193e90afc2.jpg
82,N/A — Retro Bubble Font Specimen (Groovy Style),Other,"retro font specimen, Y2K bubble lettering, QR promo footer, font marketing sheet",Two duplicate hero lockups on cream bg followed by a light-grey footer band with centered QR code Image flanked by vertically stacked 'FREE'/'FONTS' letters,Chunky retro bubble display font for hero words; bold sans stacked single-letter labels in footer,"Cream #F7E9DD (main bg), pale blue/orange/pink bubble letter fills, light grey #EAEAEA (footer band)","Font marketing sheet, not a document template; the QR-promo footer band pattern is reusable",Footer band as light-grey rect with centered QR Image and rotated stacked-letter Paragraphs (canvas.rotate 90) flanking it,580ece62dad10915f2a2fa5a1bc4dbbd.jpg
83,N/A — Retro Daisy Bubble Font Specimen (Super Flower),Other,"retro font specimen, Y2K daisy bubble lettering, font marketing sheet, checkered pattern","Three stacked sections separated by thick horizontal rules: oversized hero word specimen, two mid-size example lockups with checkered pattern accents, and an alphabet + numeral swatch row at bottom",Chunky retro bubble display font (hero + example words); small sans uppercase labels for alphabet swatch,"Cream #F7E7C4 bg, multicolor bubble letters (pink #F28FB0, mint #6FD9C4, orange #F2A65A, blue #8AC4E8)","Font marketing sheet reference for playful display typography treatment, not a document layout",Not applicable for direct reproduction; the 3-section stacked layout with thick dividing rules could inspire a style-guide page via a Frame split into 3 sections by canvas rects (4pt rule) between them,ff3fc9f2725760f8df3fa012477192b7.jpg
84,N/A — font showcase card,Other,"font specimen, retro groovy display type, product showcase","Not a page-layout template: three stacked example phrases ('Groovy Vintage', 'Stay Groovy', 'Back to School') demonstrating a retro bubble-outline display font, decorated with sparkle icons on white.",N/A,"#FFFFFF background, #D98A4E/#E7B98B tan-orange gradient letterforms, #3A2E22 outline","N/A — font marketplace preview, not a document template.","N/A — this image is a font-marketplace preview graphic, not a template to rebuild in ReportLab.",7724bb8ba7e132ef8ccb0f9e19aaf193.jpg
85,N/A — font specimen sheet,Other,"font specimen, character set, bubble typeface, glyph chart","Not a page-layout template: a stacked character-set reference showing lowercase, uppercase, numerals and punctuation for a bubble display typeface on a flat cream background.",N/A,"#F5EEE1 background, #E8814A bubble-letter orange","N/A — useful only as a typeface reference, not reproducible as a document design.","N/A — this image is a marketplace font-preview graphic, not a template to rebuild in ReportLab.",5636479875b26142cce5b0b20e20cf24.jpg
86,N/A — not a design template,Other,"app ad, 3D render, ed-tech marketing, social square, not a print template","Square social/app-store ad: centered 3D floating-book illustration over dark gradient, logo top, bold tagline bottom. No print grid, margins, or multi-page structure.","Bold sans logo wordmark, large bold sans tagline.","Dark charcoal #1A1A1A, Electric blue glow #2FA8E8, White #FFFFFF","Not applicable — this is a marketing/app-store creative, not a reusable PDF layout pattern","Not a document template; if repurposed, treat only as a single full-bleed cover Image with overlay text, no reusable grid.",1ca5fe8e1d96908ae3c72b423a4f48f3.jpg
87,Neon Holographic Copy Scroll Ad,Other,"holographic scroll, neon glow, copywriting ad, product render, pen and scroll","Not a document page — a 3D marketing render: glowing translucent scroll with checklist copy and a metallic pen, on white background","Bold neon-glow sans headline, small glowing checklist items, cursive signature line","Electric blue glow #29B6F6, near-black scroll edge #101820, white background #FFFFFF","hero graphic for a copywriting service ad, not a reproducible page layout","Not suited to Platypus reproduction; if referenced, use only as a placed hero Image on a service one-pager cover.",4df7b8d134f95dece72ca7eb1ec9bfc4.jpg
88,Neutral Tone Template Roundup Grid,Other,"Pinterest roundup graphic, Canva template collage, marketing grid, listicle cover image",3x4 grid of template-thumbnail photo tiles with a centered overlapping gray square holding a bold serif title.,"Large bold serif center title, small serif captions on each tile.","Taupe #C9BBAE, Charcoal #4A4A4A, Cream #F5F0EA, Sage #8A9A7E",Not a print/report layout — a marketing listicle/roundup social graphic,If reproduced: 3-column Table of Image cells with a centered semi-opaque overlay Paragraph box layered via canvas; not part of the standard document pipeline.,d4c2356ab1a48ad6356326f2559517c8.jpg
89,Not a print/PDF template — social doodle graphic,Other,"hand-drawn doodle, mind map, Instagram carousel, marble background, meme-style infographic","Single square social-media tile: a script wordmark ('social media manager') at center with hand-drawn arrows and scribbles radiating out to six related role labels, on a marbled/plastic-wrap textured background — a one-off caption graphic, not a structured print layout.",Large italic serif script for the central phrase; small handwriting-style sans/typewriter labels for the surrounding role names.,"#1A1A1A black ink, #EDEAE3 warm off-white/marble ground — essentially a two-tone hand-drawn graphic","Instagram/Pinterest carousel filler content, not suited for reuse as a report/proposal/brochure template.",Skip cataloging as a ReportLab template; this is a single decorative social post asset with no repeatable frame/grid structure worth encoding as Platypus flowables.,73963e8ee275272cc6c3296c4aadf51c.jpg
90,Pantone Chip Moodboard Collage,Other,"moodboard collage, pantone color chip, binder ring divider, aesthetic reference board, not a structured document","Full-bleed flower photo top with Pantone swatch card overlay, binder-ring divider strip, bottom collage grid of lifestyle images with a solid color swatch block.","Small caps vertical side labels ('SAVE FOR LATER'), minimal Pantone code block text.","Sage Green #A8C09A, Soft Pink #F0C4CE, Cream #F5EFE6, Black text",Not a structured document template — this is a Pinterest-style aesthetic moodboard/collage,If reproduced: irregular-cell Table for photo collage plus one color-swatch cell mimicking a Pantone card; not part of standard report/proposal pipeline.,d11515cb9ff89d0905fd71507e128a6e.jpg
91,Portrait Photo (Not a Template),Other,"stock photo, portrait, headshot, orange hijab, plain background","No layout — a plain stock/profile photograph of a woman on a light background, no type or design elements present",None,"Light gray-blue background #DCE4E8, orange scarf #E8622A, skin tones","usable only as a placeholder headshot/avatar image inside another template, not a template itself",Not applicable — insert as an Image flowable within an existing bio/testimonial layout if needed.,af1fd97c6bb5d6a18aee62e48c60659c.jpg
92,Retro Cartoon Font Specimen Sheet,Other,"font family promo, retro cartoon type specimen, halftone pattern, pangram showcase, not a document template",Two stacked panels: top blue halftone panel with bold cartoon-outline logotype and mascot characters; bottom pink halftone panel showing the pangram set in the retro font; small feature-list footer.,"Chunky retro outlined display font for the pangram demo, comic-badge label text.","Periwinkle Blue #A8B8E8, Pink #F0A8B8, Yellow #F5D949, Cream outline",Not a document layout — a font-family marketplace promo/specimen graphic,"Not part of the report pipeline; if used purely decoratively, register the custom display TTF and tile a halftone-dot PNG as a section-divider background.",f4b4e57828d15ed3087640333c59e44d.jpg
93,Retro Confetti Polka Dot Pattern,Other,"seamless pattern, polka dot, retro palette, background fill, endpaper",Not a document layout — a seamless repeating polka-dot pattern on a cream background,None,"Cream #F2EFE3, mustard #D9B23C, coral #E8724A, sage teal #7DBAB0, olive #A6A03C",decorative endpaper or background fill behind a cover title block,Tile as a repeating background via canvas.Circle loop or a pre-rendered tile Image set as page background before drawing foreground content.,6ff697780cfd1acf2b7575b305a8fd6c.jpg
94,Retro Font Showcase Pin,Other,"Pinterest pin graphic, font specimen list, retro typography, Canva marketing asset, not a document layout","Vertical 2:3 pin: framed white card listing font names each set in a different display font, floral corner decorations, black footer CTA bar.","Mixed retro/groovy display fonts stacked as a list, no body text.","Blush Pink #FADCE0, Teal #2F4B4A, Mustard #C9A227, Coral #F0805A",Not a print-document pattern — social/Pinterest font-roundup marketing graphic,If ever reproduced: single-column Table with each row using a different registered TTF; decorative PNG corner flourishes placed as flowables. Not part of standard report pipeline.,3ee023096b45d7aac19536cb664bc683.jpg
95,Retro Groove Pattern Set,Other,"retro background, 70s pattern, checkerboard, sunburst, swirl, decorative texture pack","3x4 grid of square background-pattern swatches (sunburst rays, checkerboard, wavy stripes, chevron, liquid marble, gingham) on a blush field with a product-label header; an asset pack rather than a page layout.",Bold rounded script logo wordmark plus a bold sans label headline; no body text hierarchy.,"#F6D9C8 blush backdrop, #C1442E terracotta, #D98A2B mustard-orange, #2C6E6B teal, #7A2E4A plum-pink","cover/background textures for retro-themed brochures or posters, not a full page layout","Reproduce individual swatches as drawn canvas patterns (wedge sunburst via canvas.wedge, checker via nested rects) sized to a cover Frame background, layered under a title Paragraph; use as a decorative canvas band, not a multi-page Platypus template.",8818b6c97a77d0d3b5a34d21012cdd3d.jpg
96,Sage Lifestyle Instagram Post Grid,Other,"social media templates, Instagram grid, sage green branding, lifestyle photography, quote cards","Grid of square social-media post templates (not print/PDF pages): sale banners, quote cards, calendar/date card, testimonial card, all in a consistent sage-green lifestyle brand system","Elegant serif display headline ('BUSINESS INSTAGRAM POSTS'), script accent phrases, small sans caption text on individual posts","Sage green #8FA187, cream #F5F1EA, black #1A1A1A, muted olive #6E7A5E",reference only for the sage-green/cream color system in a brand's PDF collateral,Not a PDF page structure; reuse only the color palette (sage/cream/black) for a brand's ParagraphStyle and rule colors.,e170b2ce0264197f854b99426d34a7ce.jpg
97,Smile Sunday Bubble-Letter Sticker Promo,Other,"sticker bundle, bubble letters, SVG graphics promo, pastel candy palette, download badge","Vertical marketplace promo sheet: black 'DOWNLOAD NOW' pill badge, giant 3D bubble-letter wordmark banner, orange 'BONUS SVG GRAPHIC' circular badge, a mid-section grid of sticker illustrations with a text column, and two large single-sticker showcases at the bottom.",Thick rounded bubble/puffy display font with drop shadow for headline and stickers; bold rounded sans supporting labels.,"#F7EBDD cream bg, #F2A6C6 pink, #B9D6EE sky blue, #B9CFA0 sage, #E8963C amber, #3B2618 outline",Font + SVG sticker bundle marketplace listings — not a print/document template.,Best reproduced as pre-rendered raster stickers placed via Image flowables in a Table grid; badge pills as canvas.roundRect with centered Paragraph text; live vector reproduction of the hand-lettered bubble style is impractical in ReportLab.,b3c417597c746a0659b1022f35eb5006.jpg
98,Travel Hero UI Laptop Mockup,Other,"website UI, travel site, laptop mockup, dark hero image, card row","Website hero screenshot inside a laptop device mockup — not a print/PDF page; dark full-bleed nature photo, left-aligned white headline + CTA button, right-side 3-card thumbnail row with rating badges","Large bold sans display headline in white, small sans nav labels, small badge numerals on cards","Sage gray-green background #B9C4BC, deep forest overlay #16281C, white #FFFFFF, teal accent badges #2E7D6B","reference only for a dark-image hero band with card row (adapt to a report cover section, not literal reuse)","If adapting: full-bleed Image with dark gradient overlay rect (alpha), white Paragraph headline + roundRect CTA button, 3-column Table of Image thumbnails with small circular rating badge Drawings.",30f968469cd54cdeeb87e2765b0d1a21.jpg
99,Triangular Photo-Collage Anniversary Post,Other,"social media post, agribusiness, triangular photo collage, anniversary graphic, green brand","Square social-media promo (not a multi-page PDF): large outlined numeral '5' left, headline text center, triangular-cropped photo collage (landscape, farmer, tractor, lamb) right, logo/contact footer","Bold sans headline, thin sans supporting line, bold sans logo wordmark","Bright green #2ECC40, white #FFFFFF, light dot-texture background #F5F5F0",anniversary/milestone social posts; the triangular-crop cover motif is reusable for a report cover,If adapting the triangular-crop concept: build via reportlab.graphics.shapes.Polygon clip paths placed over Image flowables in a collage arrangement; outline numeral via canvas stroke-only large font.,c23d0ad059f025b61c85c73686a718b2.jpg
100,Wine-Tone Instagram Content Grid,Other,"Instagram feed template pack, Portuguese copy, maroon color-blocking, notification mockup, quote card","3x7 grid of square (1:1) social posts mixing bold quote cards, phone-notification mockups, numbered-tip lists, countdown/live-event graphics, and captioned photo cards, unified by maroon color-blocking and a recurring logo watermark; a social-scheduling template pack, not a print page.",Bold condensed sans headlines (mixed case and all-caps); occasional script accent word; small sans body/labels; monospace-style clock numerals on notification mockups.,"#5A1F2E deep maroon/wine, #F2CFDD blush pink bg, #F5EDE4 cream panel, #FFFFFF text",Instagram content calendars for coaches/marketers — not intended for print/PDF pipelines.,"If adapted to print, map each tile to a fixed 1:1 borderless Table cell holding a Paragraph over a colored background Rect; otherwise this is a raster social-template set outside ReportLab's typical use case.",e06d7c918bc743acd2fd9078bf1d68c0.jpg
101,Benjamin Portfolio Deck,Presentation,"personal portfolio deck, resume slides, side nav rail, yellow accent, photographer CV","Stack of 16:9 slides sharing one grid: cover is a split-screen (white text panel ~40% left + full-bleed portrait photo 60% right); inner slides use a fixed left photo strip plus a yellow icon-nav rail (~15% width) beside a white content area holding stat cards, tables or a portfolio thumbnail grid.","Bold sans display headline (Montserrat Black) ~40pt for names/section titles, tracked small-caps sidebar nav labels ~10pt, regular sans body 9-10pt.","#C9C9C9 gray background, #111111 black panels, #F2A93B mustard-yellow accent, #FFFFFF white content panels","Personal/freelancer portfolio deck exported as PDF, interactive CV, photographer or designer self-promo booklet.",Define one PageTemplate per landscape page with a fixed yellow Frame nav rail (rect + Table of icon rows) and a second content Frame; stat cards built as a black-fill Table with white numeral Paragraphs; portfolio grids as an Image-cell Table with even column widths and zero padding for a tight thumbnail wall.,ae39204fa9c63eaa4c56de3c8f4f3840.jpg
102,Black Ivory Creative Brief Deck,Presentation,"creative brief, campaign deck, black ivory, split headline, timeline, mood grid, corner tab accents","16:9 slides on black background with small colored corner tab ticks: alternating photo-block + bold hyphenated headline layouts, numbered goals list, vertical dot-marker timeline by month, 4-image mood grid, circular percentage stat badge, reference photo grid","Huge bold condensed sans headlines (often split across two lines, e.g. 'CAM-PAIGN'), small sans numbered list items, small-caps index/eyebrow labels","Black #0A0A0A, cream/ivory #F0ECE1, olive green #6B7B4F, brown #4A3B2A, full-color photography","creative agency briefs, campaign strategy decks, mood-board presentations",Black page background via canvas.rect fill; small colored corner-tab Rects positioned per slide corner in a reusable PageTemplate function; circular percent badge via Pie/Circle combo with centered bold Paragraph; vertical timeline via Line + Circle markers positioned from a date list.,fc4dbade1050fbaa3195f6bf580a3590.jpg
103,Blush Minimal Infographic Deck,Presentation,"minimalist slide deck, pastel infographic, SWOT analysis, donut chart, goals timeline","30-slide thumbnail wall in 4:3 ratio, each slide built on generous whitespace with a single accent chart (donut/target/circle) or icon row, centered or right-aligned title, and a small corner page-number dot; SWOT slides use oversized single translucent letters as section dividers.","Thin light sans caps headline per slide, small grey caption subtitle, minimal numeral/percentage labels beside donut charts.","#D9A9A0 dusty rose, #C98B82 deeper rose accent, #8C8378 warm grey, #F7F3EF cream background, #2B2B2B near-black text","Brand/pitch presentations needing a soft minimalist aesthetic, market-analysis or SWOT decks",Build each slide as a Platypus page on a custom widescreen pagesize; donut/target charts via reportlab.graphics.charts.piecharts.Pie with innerRadius for the ring look; oversized SWOT letters as a single large Paragraph in Helvetica Neue Bold at ~300pt with low-opacity fill; thin 0.5pt rose HRFlowable rules under titles.,751b2a8a345f3e690e16f09e258916b1.jpg
104,Bold Type Creative-Brief Deck,Presentation,"creative brief slides, bold typography, black and orange deck, agenda numerals, editorial presentation",16:9 slides: hero slide full-bleed photo with giant white outline title overlapping edge; black agenda slide with numeral+item grid; white content slides with two-column image+text.,"Huge bold condensed sans headline overlapping photo, large numeral display for agenda items, small sans body.","Black #0D0D0D, White #FFFFFF, Orange #E8501C, Gray #6E6E6E","Creative brief presentations, brand/agency intro decks",Landscape Frame per slide page; full-bleed drawImage for hero photo; large Paragraph in bold Helvetica-Neue-Bold ~80pt for numerals; solid-fill background rect for dark agenda pages.,2637b0ee59f45aec18c40457c22c385f.jpg
105,Chevron-Arrow Achievement Infographic Set,Presentation,"business achievements slide, chevron arrows, colorful infographic, process steps, org chart variant","16:9 slides: four color-coded chevron/arrow shapes with white icon circle centered, title+description below; alternate variants use ribbon banners, org-chart, ascending steps, or circular badge rows.","Bold sans slide title, colored category label per segment, small body sans description.","Magenta #E8375C, Blue #2E7DE0, Green #4CAF50, Orange #F5A623, White #FFFFFF","KPI/achievement summary slides, process or milestone infographics",Arrow/chevron shapes via reportlab.graphics.shapes Polygon; white icon-holder Circle + Image; 4-column Table layout; reusable helper function drawing a colored arrow banner given color+text params.,74aed58b9321750b9e58e033627dcabd.jpg
106,Daphne Ruivo Neon Media Kit,Presentation,"media kit, influencer deck, Portuguese, pink black, Instagram stats, sponsorship deck","Slide-stacked deck mixing full-bleed black photo covers with bold pink script/display titles; stat slides show follower counts and audience demographics via bar/donut mini-charts, a partner-brand logo strip slide, and a closing contact/CTA slide.",Oversized pink handwritten script for the name/section titles paired with heavy black condensed sans for headlines; small tracked uppercase sans for stat labels; pink circular badge callouts.,"#E6127A hot pink (brand accent), #0A0A0A black (dominant ground), #FFFFFF white, #F2F2F2 light gray card fill","Influencer/creator media kits, personal-brand decks, sponsorship pitch presentations.","Slide-per-page landscape Canvas pages; register the script font as a custom TTF via pdfmetrics for the title Paragraph over a full-bleed photo Image; build the stats slide as a Table of rounded-rect stat cards with Pie/Bar mini-charts from reportlab.graphics.charts, and the partner-logo row as an evenly spaced Table of logo Image flowables.",d3ea844740f486fd5b28feba9543eaa0.jpg
107,Dark Botanical Sustainability Deck,Presentation,"sustainability presentation, dark green nature photography, ESG deck, botanical macro photos, Canva free template",16:9 slides alternating full-bleed leaf macro-photo slides with solid dark-green text slides; arched shapes divide a 3-pillar section; pill buttons for action items.,"Bold uppercase white sans headline, thin light-green body sans, small caps eyebrow label.","Deep Forest Green/Black #0D1F14, Sage Green #6E8F5C, White #FFFFFF","ESG/sustainability presentations, nature-brand pitch decks",Full-bleed Image via drawImage matched to page bounds; solid dark background rect for text slides; arch dividers via canvas bezier curves; rounded pill Table cells for action list.,624e90843b4c6bb84bf7e97aa293c20d.jpg
108,Diamond-Accent Industrial Slide Deck,Presentation,"construction presentation, green corporate deck, diamond accents, stat row, industrial B2B","16:9 slides: top color band with logo + badge tag, rotated small-square corner decorations, bottom 3-4 column stat row, circular CTA button overlapping photo.","Bold dark-green/white sans headline, bold numbered stat labels, small sans body.","Forest Green #1F5C4E, Mid Green #2E6B57, White #FFFFFF, Light Gray #F4F4F4","Construction/industrial B2B company decks, capability presentations",Colored header band via canvas.rect; rotated square Polygon accents; 3-4 column Table for stats row; circular Drawing with arrow glyph for CTA button.,478397ad467e4230237e489825746fe6.jpg
109,Diamond-Grid Real Estate Deck,Presentation,"real estate presentation, construction company deck, green diamond motif, service cards, circular process diagram","16:9 slides: scattered rotated-diamond corner decoration, diamond-cropped photo insets, 3-column service cards with diamond icon badges, circular numbered process diagram.","Bold black sans headline, green numbered labels, gray sans body.","Kelly Green #3FA64A, Lime #8BC34A, White #FFFFFF, Black #1A1A1A","Real estate/construction company pitch decks, project portfolio presentations",Diamond shapes via 45°-rotated Rect (canvas.rotate); diamond-crop photos via PIL rotate+mask; circular process diagram via reportlab.graphics.charts.piecharts or custom Drawing; 3-column Table for service cards.,b4fd2410c7c8ca44afbfccd8b8ec8409.jpg
110,Editorial Fashion Masterclass Deck,Presentation,"masterclass presentation, editorial black and white, fashion photography, script accent, workbook slides",Full-bleed duotone photo backgrounds; rounded white card centered on hero slide; content slides with rounded-arch photo insets and pill-shaped image frames.,"High-contrast serif display headline (Didot-style), cursive script accents, small tracked uppercase captions.","Cream #F0EDE6, Black #1A1A1A, Warm Brown #6B5B4D, White #FFFFFF","Fashion/lifestyle masterclass decks, coaching workbooks with editorial feel",Rounded-rect Image clip via PIL mask; serif TTF (Playfair-style) registered for headlines; thin hairline HRFlowable dividers; generous Frame padding for whitespace-heavy composition.,3393f0f9a481cdb60dddc6053ad2a56d.jpg
111,Editorial Mono-Photo Deck,Presentation,"powerpoint template, minimal, emerald black white, B&W photography strip, geometric corner square","Title slide has a full-width black-and-white photo strip topped by a solid emerald color band with the headline; content slides use an asymmetric split (photo/pattern block on one side, white text panel on the other) with a recurring small white corner square as a brand mark and numbered section dividers.","Bold grotesque sans headline 40-60pt, italic 10pt eyebrow label, gray body sans 9-10pt.","#1E8E5C emerald (accent/section band), #111111 black (image/contrast), #FFFFFF white (background), #EDEDED light gray (panel)","corporate/agency slide decks, portfolio presentations, minimal business pitches","Landscape BaseDocTemplate (11x8.5in); canvas-drawn emerald Rect band plus small white square accent via canvas.rect on each onPage callback; Frame split ~45/55 for image-placeholder vs. text column; HRFlowable under section numerals; Helvetica Neue Bold headline, Helvetica Neue body.",af8f5c87084d8a280e0e659d05daafe5.jpg
112,Ember Gradient Quarterly Report Deck,Presentation,"quarterly report, gradient slides, agency deck, KPI progress bars, corporate presentation","16:9 slides alternating gradient and white backgrounds; top nav bar (logo left, 3 links right); left column stacked photo collage of 3 rounded portraits; right column big headline + short paragraph + pill CTA; scattered plus/x/circle accent shapes; KPI rows with % figures and pill status badges","Large rounded-sans display headline (60-70pt), small tracked-caps nav labels, 10-11pt sans body, bold percentage numerals","Burnt orange-to-maroon gradient #C0442A to #5C1A12, white #FFFFFF, charcoal #222222, amber accent #F4A93B","quarterly/board presentations, agency and startup decks","Landscape canvas.setPageSize; gradient band via reportlab.graphics.shapes linearGradient or manual multi-rect stepping; rounded photo crops via roundRect clip path; pill CTA via canvas.roundRect + centered Paragraph; KPI rows as 3-column Table (label, %, roundRect badge) built per row.",3ef982ee1272ef4203321bcf1e6657dc.jpg
113,Flat-Illustration Science Education Deck,Presentation,"education presentation, flat illustration, science classroom, blue and orange, kids learning slides",16:9 slides: split-background cover (color top / white bottom) with character illustration; content slides mix flat illustration with bulleted text blocks and rounded pill CTA buttons.,"Rounded bold sans headline, small orange pill button label, navy bulleted body sans.","Sky Blue #BFE0F7, Navy #1B3A5C, Coral #F2724F, White #FFFFFF","Education/e-learning presentations, kid-friendly training decks",Split background via two stacked canvas.rect fills; pill CTA via roundRect; illustration PNGs placed as flowable Images; ListFlowable with colored bullet glyphs for content text.,589b04ef3bf524b943611c896d19df2f.jpg
114,Forest Editorial Brand Guide,Presentation,"brand guidelines, style guide, logo usage, color palette, typography spec, mockups","16:9 slides alternate full-bleed deep-green title panels with cream/khaki content pages showing logo grids, swatches, and mockups (business card, tag, envelope) in 2-column layouts.","Elegant display serif/script section titles ~60-90pt, small-caps sans spec labels 9-10pt for typography/color detail.","#1E4638 deep forest green, #F1EAD9 cream background, #A9AE9A sage, #8C8577 warm taupe","brand style guides, agency brand books, identity presentations",Two alternating Platypus PageTemplates (green vs cream Frame background via canvas.setFillColor rect); TableStyle grids with 0.5pt hairlines for swatch/typography-spec pages; register serif and script TTFs for wordmark and headline treatment.,3406c494dea8fc4b73208ee9feb5eec9.jpg
115,Glassmorphic Blue Business Summary Deck,Presentation,"free PPT template, glassmorphism, blue gradient blob, business summary deck, icon grid slides","16:9 slides: blurred glass rounded panel over color blob background on title slide; content slides use 3-column icon+text grids, semi-circle corner shape, small pill CTA button.","Bold white sans title on glass panel, teal pill CTA label, dark gray sans body.","Light Gray-Blue #DDE3EC, Royal Blue #4A5FE8, Teal #17C3A2, White glass panels","Generic corporate business-summary decks, free-template style pitch presentations",Blob background via filled Circle/Path shapes; glass panel = white rect fill alpha ~0.15 + thin stroke; 3-column Table grid for icon+text blocks; helper function for rounded pill buttons.,563dfbd95e3df2dd906347d58b137570.jpg
116,Indigo Gradient Pitch Deck,Presentation,"pitch deck, business proposal, dark cover, gradient blob, sales deck, tablet mockup","16:9 slides; dark charcoal cover with a diagonal indigo-violet gradient blob behind a full-bleed photo, interior slides use 2-3 column grids with circular photo crops, icon-and-label rows, and horizontal bar/line charts.","Bold Helvetica Neue Bold titles ~36-44pt, light sans body 11-12pt, small uppercase tracked eyebrow labels above headlines.","#2B2B33 charcoal background, #5B5FEF-#7B7FF0 indigo-violet gradient accent, #FFFFFF cards/text, #1F2937 dark UI blocks","corporate pitch decks, investor and sales presentations",Landscape Platypus BaseDocTemplate (11x8.5in) per slide; draw the diagonal gradient blob with stacked canvas.circle fills or a manual gradient rect clipped with canvas.beginPath/clip; stat cards as roundRect-backed Tables; HRFlowable for thin section dividers.,069890f63a76250c7761c8c59471eb9e.jpg
117,Magenta Pulse Corporate Deck,Presentation,"pitch deck, corporate presentation, magenta navy, charts, SWOT, timeline","16:9 slide grid unified by a signature curved pink connector line threading photo blocks into content panels; numbered section markers (01-05) recur, and data slides use donut/bar charts plus Gantt-style timeline bars.",Bold condensed uppercase sans headlines in magenta or white on navy; light sans body in dark gray on beige panels; oversized outline numeric slide tags.,"#16233A navy (dominant), #E8265B magenta/pink (accent), #E7E2DA warm beige (panel fill), #FFFFFF white, #1A1A1A text","Investor/board pitch decks, agency corporate presentations, quarterly business reviews.","Reproduce per-slide as landscape (11x8.5in) Canvas pages; render the curved connector via canvas.bezier or a composited PNG overlay, donut charts with reportlab.graphics.charts.piecharts.Pie sized for a ring look, and Gantt bars as a Table with colored TableStyle BACKGROUND spans per row.",65103d835e5cc7b2a67919eb8eb9d6ee.jpg
